Title,Price,Number of Bedrooms,Number of Bathrooms,Property Type,Floor Area (m2),BER Rating,Latitude,Longitude,Listing Views,Area,County,Features,Date of Construction,Price_per_m2,PriceCategory,PriceCategoryEncoded
"1 Garrai Na Droichid, Killora, Craughwell, Co. Galway, H91W9NN",495000,4,3,0,127.0,1,53.226343,-8.737309,6610.0,craughwell-galway,3,"Beautiful 4 bed detached, Constructed in 2021 to a high standard, Minutes from the Village of Craughwell, 24 daily buses to Galway - 20 min drive to Galway City, Exceptional ""A2"" rated Energy Efficient Homes, Gas Central Heating & high efficiency condensing boiler, Mechanical Heat Recovery Ventilation (MHRV) installed, Solar Panel Photovoltaic roof panels, Triple glazed windows & Underfloor heating downstairs, High levels of thermal insulation & air tight construction",2019.0,3897.6377952755906,Medium-High,1
"24 St Ignatius Road, Phibsborough, Dublin 7, D07VR80",445000,2,2,3,96.0,10,53.361799,-6.26255,9426.0,phibsborough-dublin,0,"Two bedroom end of terrace residence, The Royal Canal is behind this property, Prime location close to many amenities, GFCH",1920.0,4635.416666666667,Medium,2
"Rose Mont, Woodbine Park, Blackrock, Co. Dublin, A94A9W6",1295000,5,3,0,171.0,5,53.309654,-6.208595,9448.0,blackrock-dublin,0,"5 bedroom (2 Ensuite), 3 bathrooms + Visitors WC,, Detached, B3 rated home extending to 170 sq.m, Exceptional location within walking distance of UCD and Sandymount Strand, Private sunny rear garden, maintenance free, mature shrubs with water feature., Contemporary Walnut fitted kitchen / Blanco Capri stone countertops., Secure Electronic Automated Gates with generous off-street parking, Bright crema marfil marble tiled floor hall, living, dining area and Kitchen, Large Attic with access via retractable stair unit. Development potential (S.P.P)., Modern, detached family home in walk in condition., Underfloor heating throughout the ground floor. Radiators on the first floor",2007.0,7573.099415204679,High,0
"65 Riasc na Ri, Bothar Stiofan, Rahoon, Co. Galway, H91PNX4",425000,3,3,4,118.0,8,53.275101,-9.099765,7916.0,rahoon-galway,3,"Beautifully Presented Spacious Residence , Freshly Decorated, Newly Fitted Flooring, Converted Attic, New Appliances, Generously Proportioned Rooms, Overlooking Large Green, Prized Location, Turnkey Condition, Exceptional Home",2002.0,3601.6949152542375,Medium,2
"107 Heathervue, Greystones, Co. Wicklow, A63AE35",695000,4,2,0,111.0,5,53.144243,-6.068578,17560.0,greystones-wicklow,4,"B3 BER rating eligible for Green Mortgage , Located in a well-established safe development, Full new plumbing system with new combi boiler , Full re-wire with all LED lights , A-rated triple glazing windows and doors throughout, All new carpets and flooring throughout, Brand new kitchen with Neff and Bosch appliances , 200m from Greystones Main Street / 3 mins walking distance , Within school district for St Bridgets, St Kevins & St Patricks (Primary) & St Davids & Templecarrig (Secondary) , Low-maintenance front and rear garden",1989.0,6261.261261261261,High,0
"1 Galway Bay Sea View Apartments, Upper Salthill, Salthill, Co. Galway, H91W59R",375000,2,2,8,80.0,9,53.258605,-9.078925,10792.0,salthill-galway,3,"Two bed first floor apartment, Only suitable as an Investment Property, Holiday let only - part of pooled rental scheme, Impressibve rental income available on request, Open plan living, dining & kitchen, Two bedrooms, master bed ensuite, Views of the Prom, Galway Bay & the Clare Hills, Secure complex with lift access & parking, Opposite Salthill Promenade & beaches, Easy access to Galway City, UCHG & University of Galway",2000.0,4687.5,Medium,2
"83 Father Griffin Road, Galway, Claddagh, Co. Galway, H91W6YT",325000,2,1,6,50.0,12,53.268314,-9.05805,14263.0,claddagh-galway,3,"Wonderful Location, Massive Potential, Substantial Vacant Home Grant Available , Large Back Garden, Walking Distance to Everywhere in Galway City , Long Established Community , Cherished Neighbourhood , Just A Short Stroll to the Spanish Arch and Everthing this Beautiful City has to Offer",1900.0,6500.0,Medium-Low,3
"36 Newton Court, Grange, Douglas, Co. Cork, T12YNN3",279000,3,1,4,110.0,12,51.865006,-8.452392,19556.0,douglas-cork,1,"South facing rear garden, Gas heating + PVC double glazed windows, Built 1972",1972.0,2536.3636363636365,Medium-Low,3
"Berring's, Berring's, Island Lane, Ballinakill, Waterford City, Co. Waterford, X91YYP8",695000,5,4,0,260.0,7,52.245258,-7.063321,8132.0,waterford-city,14,"Excellent location within a short walk to University Hospital Waterford, South facing rear garden, C2 Energy rating, Upvc double glazing, Upvc facia & soffit., Detached Garage",2000.0,2673.076923076923,High,0
"Grandgate Lodge, Gardenfield, Tuam, Co. Galway, H54Y067",550000,4,3,0,220.0,2,53.533553,-8.870457,35399.0,tuam-galway,3,"Exquisite Site, Private Fishing and Bathing Areas, A Rated Home, Prized Location, Wonderful Community , Stunning Gardens Complete with Herb Gardens and Green Houses, Children's Play Area, Two Minutes from Connection to the Motorway, Walking Distance to Tuam Town 30 Minutes from Galway City, High Speed Broadband Available",2004.0,2500.0,Medium-High,1
"46 Upper Grand Canal Street, Ballsbridge, Dublin 4, D04VX62",1250000,4,3,5,154.0,9,53.337635,-6.23502,15310.0,ballsbridge-dublin,0,"Beautifully presented four bed period home in Dublin 4, Magnificent original period features and detail throughout, Extended and refurbished throughout in recent years, Secluded garden to the rear, Gated off-street parking together with on-street residents` disc parking, Remote controlled Stira stairs to a large floored attic, Adjacent to an enviable choice of restaurants bars coffee and speciality food shops, Within walking distance of the city centre Ballsbridge and Sandymount, Excellent public transport links including the DART closeby",1870.0,8116.883116883117,High,0
"Derrigimlagh, Ballyconneely, Co. Galway, H71FP27",750000,3,4,0,250.0,7,53.436991,-10.076635,13832.0,ballyconneely-galway,3,"3 Bedrooms, Entrance Hall, Living Room, Kitchen/Dining Area, Sunlounge, Utility Room, Guest Wc, En-Suite",2004.0,3000.0,High,0
"Hillcroft, Greens Hill, Kilkenny, Co. Kilkenny, R95YR6E",795000,5,2,0,195.0,8,52.664344,-7.253234,7684.0,kilkenny-kilkenny,15,"THINK LOCATION ON THIS PROPERTY , DOUBLE GLASED PVC DOORS AND WINDOWS  INSTALLED THROUGHOUT , EXCELLENT STORAGE SPACE WITH BESPOKE INTEGRATED FURNITURE THROUGHOUT  , EXECUTIVE STYLE HOME,WITH UNIQUE FEATURES , HIGH DESIRABLE AND ESTABLISHED LOCATION, WALKING DISTANCE TO KILKENNY CITY CENTRE, PROFESSIONALLY DECORATED AND HIGH SPECIFICATION FINISH THROUGHOUT , CLOSE TO CHILDCARE CENTRE'S,AND CHOICE OF BOTH PRIMARY AND SECONDARY SCHOOLS , PRIVATE AND ENCLOSED REAR GARDEN/NOT OVERLOOKED, WITHIN A SHORT DRIVE OF M9 MOTORWAY ACCESS",1968.0,4076.923076923077,High,0
"Glenside House, Maree Road, Renville East, Oranmore, Co. Galway, H91R6F6",1500000,4,6,0,384.0,3,53.250641,-8.940714,12906.0,oranmore-galway,3,"Air-To-Water High Efficiency Geo Thermal Heating System, Hollow core flooring , 9ft6 ceiling height on ground and first floor, Underfloor heating at both ground and first floor, Double glazed PVC sash windows throughout, Zoned heating controls in every individual room, V'Soske Joyce fitted wool carpets, Southerly rear aspect, B1 BER qualifies for Green Mortgage Rates, 4,135 sq.ft Residence with 621 sq.ft Double Garage",2005.0,3906.25,High,0
"27 Hillview, Kilmoney, Carrigaline, Co. Cork, P43E449",585000,4,5,0,225.0,6,51.807447,-8.397171,39021.0,carrigaline-cork,1,"4 Bedrooms - all ensuite, Nice Corner Site, Close to all amenities, Garage with roller door attached, Driveway to the front, Walk in Wardrobe in master Bedroom, Oil Central Heating, C1 Energy Rating, Woodburning Stoves in both living rooms, South Facing Rear Garden",1984.0,2600.0,Medium-High,1
"Glenside House, Renville East, Oranmore, Co. Galway, H91R6F6",1500000,4,6,0,384.0,3,53.250641,-8.940714,9178.0,oranmore-galway,3,"Impressive B1 energy rating, Air to water, geothermal underfloor heating on both ground and first floor, Set on three quarters of an acre of landscaped grounds, Situated less than 2km to Oranmore Village and close to Rinville Park, Sailing Club and Galway Bay Golf Resort, Cavity wall construction, hollow core floor slabs and block walls internally , PVC double glazed sash windows, Split level double garage, Secure site with gated entrance, Superb finish throughout with quality flooring, lighting, tiling, carpets, appliances and external paving. , Ornate architectural and period features",2005.0,3906.25,High,0
"The Anchorage, Colla Road, Schull, Schull, Co. Cork, P81DT86",2400000,5,3,0,334.0,10,51.512782,-9.54341,21394.0,schull-cork,1,Unknown,1900.0,7185.62874251497,High,0
"37 Oaktree Road, Stillorgan, Co. Dublin, A94CX92",795000,3,1,4,101.0,8,53.280717,-6.199264,16013.0,stillorgan-dublin,0,Unknown,1945.0,7871.287128712871,High,0
"26 Marian Park, Ballyheigue, Ballyheigue, Co. Kerry, V92Y9K3",199000,3,1,5,80.0,6,52.392653,-9.845312,14554.0,ballyheigue-kerry,9,"Stunning Sea View, Walk to the Beach, Golf Course and all imaginable amenities, Double Glazed Windows, Marian Park is Well Established and Well Renowned  ",1975.0,2487.5,Low,4
"Apt. 15, Hanover Wharf, Grand Canal Dock, Dublin 2, D02CA43",850000,3,2,8,140.0,4,53.344814,-6.237481,13963.0,grand-canal-dock-dublin,0,"Stunning light filled Penthouse in the heart of Grand Canal Dock, Views of the Grand Canal Basin, Private Parking, Finished to an extremely high standard, Beautiful light and space within the property, Stunning Master Suite, Polish Stone flooring in the main areas, High end solid wooden flooring in the Living & Dining Area, B2 BER, Nestled amongst some of Dublin`s top amenities",2004.0,6071.428571428572,High,0
"Cherry View, Glenabbey Road, Mount Merrion, Co. Dublin, A94C1P8",1295000,4,3,0,173.0,5,53.294009,-6.216541,12268.0,mount-merrion-dublin,0,"4 bedroom (2 Ensuite), 3 bathrooms + Visitors WC, Detached, B3 rated, 173 sq.m (including 2 Attic Rooms)., Overlooking ""The Deerpark"", a 32-acre public park owned and maintained by DLRD County Council. Family-friendly and open 24/7, it provides facilities f, Exceptional, modern, recently refurbished four-bedroom (2 Ensuite) detached family home. Large Attic with 2 separate attic rooms plus ample storage sp, Private south facing maintenance free rear garden. Beautifully landscaped front and rear gardens which are entirely private and secluded with mature s, Set behind secure Electronic Automated Wrought Iron Gates with generous off-street parking, Very high specification finish throughout. Generous, tastefully presented and well-proportioned family accommodation., Refurbished recently - Located in a most sought-after family orientated area, Contemporary Ivory fitted kitchen and Pearl Black stone countertops., Bright crema marfil tiled floor hall and Kitchen / Dining room., GFCH Gas fired central heating with underfloor heating throughout the ground floor. Radiators on the first and second floors.",2006.0,7485.549132947976,High,0
"Sradrinagh House, Ballinaglera, Dorrusawillin, Co. Leitrim, N41RW28",495000,4,3,0,285.0,5,54.116124,-8.006488,21904.0,dorrusawillin-leitrim,24,"Triple Glazing throughout,  Underfloor Heating , Panoramic Views , Fully Furnished (optional) , Energy Efficient Home with B3 Energy Rating , Heated towel rails in bathrooms together with his/her sinks , Gated Entrance Detached Garage, Detached Garage",2006.0,1736.842105263158,Medium-High,1
"8 Monalee Manor, Knocknacarra, Knocknacarra, Co. Galway, H91VP63",625000,5,4,0,164.0,5,53.265649,-9.117602,10377.0,knocknacarra-galway,3,"Impressive 5/6 Bedroom Detached Residence , Situated in the Prized Location of Ballymoneen Road, Close to All Amenities, Beatifully Maintained, Upgarded Insulation, B3 BER, I Bedroom Apartment to the Rear With Full Planning Permission",1989.0,3810.9756097560976,Medium-High,1
"24 Grange Hall, Mountmellick, Mountmellick, Co. Laois, R32AV66",420000,5,4,4,204.0,5,53.114859,-7.317659,9060.0,mountmellick-laois,19,"An extensive and unique five bed, two kitchens, four bath, two living rooms., Grange Hall is an exceptional enclave to reside in., A great sense of community prevails., Schools literally around the corner., Town centre, yet a very quiet area, very private., Ample private parking to accommodate several vechiles.",2006.0,2058.823529411765,Medium,2
"Gortbrackmoor, Ahascragh, Ahascragh, Co. Galway, H53PX20",599000,6,4,0,330.0,3,53.377472,-8.280095,15414.0,ahascragh-galway,3,"Large site with separate field to the back, Large detached garage, Underfloor heating to 1st and 2nd floors, Paved patio area, Bar area to the rear of the house, Hollow core, Large main living room, Gaggenav Oven, Superb decor throughout ",2004.0,1815.1515151515152,Medium-High,1
"Crosscool House On c. 1.1 Acres, Edmondstown, Blessington, Co. Wicklow, W91C9C5",595000,4,2,0,176.0,14,53.185976,-6.520688,9826.0,blessington-wicklow,4,Unknown,1940.0,3380.681818181818,Medium-High,1
"Greyfort, Ballydonarea, Greystones, Co. Wicklow, A63HK81",1490000,5,4,0,350.0,2,53.107263,-6.049531,12229.0,greystones-wicklow,4,"Large Two Storey Stone Fronted Residence., A3 Ber Rating (10581088)., Features Marble Fireplace, Vaulted Ceiling, Panelled Walls & Ornate Carved Oak Staircase., Walled Gardens with enclosed Courtyard with Coach House., Landscaped Gardens., 13 Stables, Stores & Feed House. , Two Paddocks.",2014.0,4257.142857142857,High,0
"Kilcorral, Castlebridge, Co. Wexford, Y35AX21",695000,5,4,0,350.0,3,52.404347,-6.453113,12961.0,castlebridge-wexford,2,"Fabulous Family Home, Large site, Lovely views, Energy efficient, Fibre Broadband",2007.0,1985.7142857142858,High,0
"Tearmann, Tara Hill, Gorey, Co. Wexford, Y25H290",1200000,7,3,0,548.0,6,52.694563,-6.226402,26799.0,gorey-wexford,2,"Magnificent family home designed to maximize the exceptional views of Tara Hill and the Irish Sea, Spacious and light-filled reception rooms, including a dining room, drawing room, and games room, Large contemporary kitchen with high-end appliances and a welcoming living area, Seven expansive double bedrooms, two with ensuite bathrooms, Beautifully maintained gardens on approx. 0.59 Ha (1.47 acres), Secure property with an electric gate entrance and a security alarm system, Large garage with ample storage space, Direct access to scenic walking trails on Tara Hill",1985.0,2189.78102189781,High,0
"The Square, Claremorris, Co Mayo, F12C6X8",450000,4,2,0,143.0,12,53.719378,-8.997119,11388.0,claremorris-mayo,6,Unknown,1900.0,3146.853146853147,Medium,2
"Bofeenaun, 2 Brookfield, Rochestown Road, Cork City, Co. Cork, T12Y28P",750000,4,3,0,188.0,8,51.875932,-8.410353,18284.0,cork-city,1,"Mature site of 0.3 acres, C3 Energy Rating, Oil fired central heating, Private cul de sac setting, Convenient sought after location, Host of amenities and facilities on the doorstep, Plenty of development potential to increase the overall size, Detached garage, Covered useable patio",1981.0,3989.3617021276596,High,0
"11 The Ferns, Foxwood, Rochestown, Co. Cork, T12C2PC",350000,2,3,4,88.0,6,51.868354,-8.403102,14656.0,rochestown-cork,1,"Ideal home for a first time buyer, investor or a trade down, Facing a large green area, Parking to the front, Gas Central Heating, Spacious garden to the rear, Bus route to the city at entrance to the park, Side access, 2 Ensuites, Modern Kitchen",2008.0,3977.2727272727275,Medium,2
"Tobercrossaun, Headford, Co. Galway, H91F1PX",700000,4,2,0,297.0,2,53.46627,-9.130417,12458.0,headford-galway,3,"Magnificent detached residence of exceptional quality, A-Rated, complete with triple glazing and solar panels, Large enclosed and extensively landscaped mature grounds of 0.36 Hec (0.88 Acres), 4 bedrooms with large office/studio, in all extending to 297 sq. m (3196 sq.ft), Ideally positioned 1.7 kms to Headford and 28 kms to Galway city centre",2008.0,2356.902356902357,High,0
"Glenshee House, Brownstown, Balheary",975000,6,6,0,337.0,4,53.4964076,-6.2444338,19411.0,swords-dublin,0,"Detached Home, B2 Rating, Approx. 1.2 acres, 337.3 sq m living space, 5/6 bedrooms, Beautifully appointed, Double Garage, Stunning location",2006.0,2893.1750741839764,High,0
